	Cyanobacterium_aponinum_pcc_10605.ASM31767v1	Nostoc_punctiforme_pcc_73102.ASM2002v1	Oscillatoriales_cyanobacterium_jsc_12.ASM30994v1
OG0002439	AFZ55098		EKQ69170
OG0002440	AFZ55099		EKQ67125
OG0002441	AFZ55101	ACC83438	
OG0002442	AFZ55118		EKQ70760
OG0002443	AFZ55144	ACC81474	
OG0002444	AFZ55148	ACC79310	
OG0002445	AFZ55157		EKQ68845
OG0002446	AFZ55158		EKQ67537
OG0002447	AFZ55160	ACC80625	
OG0002448	AFZ55191		EKQ69726
OG0002449	AFZ55224	ACC84176	
OG0002450	AFZ55243	ACC79195	
OG0002451	AFZ55245		EKQ69827
OG0002452	AFZ55248	ACC79810	
OG0002453	AFZ55259	ACC80862	
OG0002454	AFZ55262		EKQ70968
OG0002455	AFZ55267		EKQ70963
OG0002456	AFZ55285	ACC79565	
OG0002457	AFZ55287		EKQ67640
OG0002458	AFZ55294	ACC82953	
OG0002459	AFZ55298	ACC80817	
OG0002460	AFZ55304		EKQ68179
OG0002461	AFZ55321	ACC82682	
OG0002462	AFZ55322	ACC82683	
OG0002463	AFZ55331		EKQ68011
OG0002464	AFZ55340	ACC83226	
OG0002465	AFZ55342		EKQ68422
OG0002466	AFZ55347		EKQ71076
OG0002467	AFZ55350	ACC79144	
OG0002468	AFZ55357		EKQ66944
OG0002469	AFZ55366	ACC81399	
OG0002470	AFZ55367	ACC82960	
OG0002471	AFZ55379		EKQ68357
OG0002472	AFZ55390	ACC80590	
OG0002473	AFZ55406	ACC80655	
OG0002474	AFZ55409	ACC83164	
OG0002475	AFZ55411	ACC82048	
OG0002476	AFZ55413	ACC83423	
OG0002477	AFZ55414		EKQ67232
OG0002478	AFZ55444		EKQ67189
OG0002479	AFZ55445	ACC80425	
OG0002480	AFZ55454	ACC82849	
OG0002481	AFZ55459		EKQ67420
OG0002482	AFZ55461		EKQ68029
OG0002483	AFZ55464		EKQ67422
OG0002484	AFZ55465		EKQ67424
OG0002485	AFZ55466		EKQ67425
OG0002486	AFZ55467		EKQ67426
OG0002487	AFZ55469		EKQ69894
OG0002488	AFZ55471		EKQ67432
OG0002489	AFZ55476		EKQ68559
OG0002490	AFZ55480		EKQ68473
OG0002491	AFZ55485	ACC84563	
OG0002492	AFZ55493	ACC83142	
OG0002493	AFZ55502	ACC79143	
OG0002494	AFZ55508	ACC79150	
OG0002495	AFZ55511	ACC79151	
OG0002496	AFZ55517	ACC79889	
OG0002497	AFZ55518	ACC79890	
OG0002498	AFZ55525	ACC85446	
OG0002499	AFZ55527	ACC84909	
OG0002500	AFZ55528	ACC84910	
OG0002501	AFZ55534		EKQ71255
OG0002502	AFZ55539	ACC85219	
OG0002503	AFZ55543		EKQ67329
OG0002504	AFZ55549		EKQ67334
OG0002505	AFZ55592	ACC81711	
OG0002506		ACC85186	EKQ66711
OG0002507		ACC85229	EKQ69980
OG0002508		ACC85269	EKQ69541
OG0002509		ACC85307	EKQ70009
OG0002510		ACC84980	EKQ68222
OG0002511		ACC85088	EKQ69835
OG0002512		ACC85090	EKQ70638
OG0002513		ACC85398	EKQ67028
OG0002514		ACC85434	EKQ68111
OG0002515		ACC85449	EKQ67503
OG0002516		ACC78804	EKQ68424
OG0002517		ACC78812	EKQ69340
OG0002518		ACC78822	EKQ69586
OG0002519		ACC78823	EKQ69393
OG0002520		ACC78824	EKQ69392
OG0002521		ACC78849	EKQ67110
OG0002522		ACC78864	EKQ69331
OG0002523		ACC78894	EKQ69051
OG0002524		ACC78895	EKQ69052
OG0002525		ACC78903	EKQ67030
OG0002526		ACC78909	EKQ68591
OG0002527		ACC78915	EKQ67634
OG0002528		ACC78949	EKQ69809
OG0002529		ACC78951	EKQ70195
OG0002530		ACC78973	EKQ70785
OG0002531		ACC78982	EKQ68651
OG0002532		ACC78984	EKQ67364
OG0002533		ACC79045	EKQ67895
OG0002534		ACC79055	EKQ70750
OG0002535		ACC79104	EKQ70950
OG0002536		ACC79117	EKQ67165
OG0002537		ACC79118	EKQ67159
OG0002538		ACC79122	EKQ67164
OG0002539		ACC79128	EKQ67162
OG0002540		ACC79129	EKQ67161
OG0002541		ACC79133	EKQ71284
OG0002542		ACC79160	EKQ69542
OG0002543		ACC79162	EKQ67155
OG0002544		ACC79163	EKQ67154
OG0002545		ACC79164	EKQ67152
OG0002546		ACC79165	EKQ67151
OG0002547		ACC79166	EKQ67150
OG0002548		ACC79167	EKQ67149
OG0002549		ACC79168	EKQ67148
OG0002550		ACC79170	EKQ67146
OG0002551		ACC79172	EKQ67144
OG0002552		ACC79173	EKQ70264
OG0002553		ACC79196	EKQ67141
OG0002554		ACC79197	EKQ67140
OG0002555		ACC79198	EKQ67139
OG0002556		ACC79199	EKQ67138
OG0002557		ACC79209	EKQ67132
OG0002558		ACC79210	EKQ67131
OG0002559		ACC79211	EKQ67130
OG0002560		ACC79214	EKQ69750
OG0002561		ACC79224	EKQ70821
OG0002562		ACC79240	EKQ69689
OG0002563		ACC79261	EKQ67719
OG0002564		ACC79271	EKQ66965
OG0002565		ACC79279	EKQ69429
OG0002566		ACC79282	EKQ66979
OG0002567		ACC79324	EKQ69607
OG0002568		ACC79329	EKQ71218
OG0002569		ACC79345	EKQ68442
OG0002570		ACC79347	EKQ67124
OG0002571		ACC79349	EKQ66940
OG0002572		ACC79353	EKQ71251
OG0002573		ACC79357	EKQ70571
OG0002574		ACC79362	EKQ68555
OG0002575		ACC79371	EKQ68788
OG0002576		ACC79380	EKQ69230
OG0002577		ACC79407	EKQ68421
OG0002578		ACC79415	EKQ68118
OG0002579		ACC79416	EKQ67801
OG0002580		ACC79451	EKQ70738
OG0002581		ACC79492	EKQ70729
OG0002582		ACC79493	EKQ68632
OG0002583		ACC79494	EKQ67397
OG0002584		ACC79504	EKQ67708
OG0002585		ACC79519	EKQ68754
OG0002586		ACC79520	EKQ68753
OG0002587		ACC79523	EKQ70146
OG0002588		ACC79525	EKQ69787
OG0002589		ACC79532	EKQ68305
OG0002590		ACC79551	EKQ70362
OG0002591		ACC79552	EKQ69873
OG0002592		ACC79553	EKQ69874
OG0002593		ACC79569	EKQ67442
OG0002594		ACC79576	EKQ66614
OG0002595		ACC79579	EKQ66757
OG0002596		ACC79581	EKQ66670
OG0002597		ACC79582	EKQ66669
OG0002598		ACC79588	EKQ68773
OG0002599		ACC79595	EKQ70796
OG0002600		ACC79596	EKQ69416
OG0002601		ACC79597	EKQ69945
OG0002602		ACC79602	EKQ68209
OG0002603		ACC79603	EKQ68208
OG0002604		ACC79607	EKQ68808
OG0002605		ACC79619	EKQ67585
OG0002606		ACC79633	EKQ70982
OG0002607		ACC79638	EKQ71196
OG0002608		ACC79639	EKQ70726
OG0002609		ACC79640	EKQ70727
OG0002610		ACC79648	EKQ68137
OG0002611		ACC79655	EKQ66952
OG0002612		ACC79669	EKQ68497
OG0002613		ACC79674	EKQ67560
OG0002614		ACC79691	EKQ71211
OG0002615		ACC79710	EKQ70790
OG0002616		ACC79714	EKQ68936
OG0002617		ACC79717	EKQ69882
OG0002618		ACC79734	EKQ69165
OG0002619		ACC79743	EKQ68033
OG0002620		ACC79747	EKQ69472
OG0002621		ACC79750	EKQ70531
OG0002622		ACC79760	EKQ69729
OG0002623		ACC79766	EKQ68848
OG0002624		ACC79768	EKQ66657
OG0002625		ACC79769	EKQ68631
OG0002626		ACC79770	EKQ68532
OG0002627		ACC79773	EKQ66693
OG0002628		ACC79785	EKQ67488
OG0002629		ACC79788	EKQ67117
OG0002630		ACC79790	EKQ67115
OG0002631		ACC79792	EKQ67113
OG0002632		ACC79794	EKQ67108
OG0002633		ACC79795	EKQ67106
OG0002634		ACC79797	EKQ67104
OG0002635		ACC79798	EKQ70558
OG0002636		ACC79800	EKQ70560
OG0002637		ACC79803	EKQ67875
OG0002638		ACC79806	EKQ70563
OG0002639		ACC79815	EKQ70587
OG0002640		ACC79846	EKQ67710
OG0002641		ACC79847	EKQ66668
OG0002642		ACC79868	EKQ70629
OG0002643		ACC79876	EKQ70608
OG0002644		ACC79901	EKQ67088
OG0002645		ACC79904	EKQ68407
OG0002646		ACC79913	EKQ70243
OG0002647		ACC79919	EKQ71094
OG0002648		ACC79950	EKQ67948
OG0002649		ACC79951	EKQ67947
OG0002650		ACC79952	EKQ68679
OG0002651		ACC79956	EKQ67603
OG0002652		ACC79960	EKQ69349
OG0002653		ACC79974	EKQ67395
OG0002654		ACC80000	EKQ67568
OG0002655		ACC80001	EKQ67726
OG0002656		ACC80019	EKQ69808
OG0002657		ACC80041	EKQ67294
OG0002658		ACC80043	EKQ67920
OG0002659		ACC80049	EKQ70089
OG0002660		ACC80067	EKQ69242
OG0002661		ACC80082	EKQ67599
OG0002662		ACC80093	EKQ69588
OG0002663		ACC80099	EKQ67881
OG0002664		ACC80131	EKQ68218
OG0002665		ACC80142	EKQ71098
OG0002666		ACC80152	EKQ67170
OG0002667		ACC80156	EKQ68299
OG0002668		ACC80167	EKQ68030
OG0002669		ACC80171	EKQ67203
OG0002670		ACC80179	EKQ68112
OG0002671		ACC80186	EKQ68734
OG0002672		ACC80195	EKQ70686
OG0002673		ACC80203	EKQ67677
OG0002674		ACC80204	EKQ69498
OG0002675		ACC80207	EKQ68703
OG0002676		ACC80210	EKQ69250
OG0002677		ACC80211	EKQ69249
OG0002678		ACC80212	EKQ69248
OG0002679		ACC80228	EKQ67080
OG0002680		ACC80236	EKQ68102
OG0002681		ACC80244	EKQ70523
OG0002682		ACC80249	EKQ69101
OG0002683		ACC80257	EKQ71036
OG0002684		ACC80259	EKQ70055
OG0002685		ACC80276	EKQ70058
OG0002686		ACC80294	EKQ66875
OG0002687		ACC80295	EKQ70800
OG0002688		ACC80308	EKQ66877
OG0002689		ACC80316	EKQ67642
OG0002690		ACC80317	EKQ67643
OG0002691		ACC80318	EKQ70694
OG0002692		ACC80374	EKQ71058
OG0002693		ACC80385	EKQ70794
OG0002694		ACC80391	EKQ69792
OG0002695		ACC80392	EKQ70027
OG0002696		ACC80395	EKQ70685
OG0002697		ACC80396	EKQ69240
OG0002698		ACC80419	EKQ70797
OG0002699		ACC80443	EKQ67128
OG0002700		ACC80447	EKQ66998
OG0002701		ACC80486	EKQ68204
OG0002702		ACC80490	EKQ66671
OG0002703		ACC80493	EKQ69693
OG0002704		ACC80494	EKQ69694
OG0002705		ACC80497	EKQ68201
OG0002706		ACC80508	EKQ68468
OG0002707		ACC80509	EKQ68466
OG0002708		ACC80510	EKQ68465
OG0002709		ACC80511	EKQ68464
OG0002710		ACC80514	EKQ70665
OG0002711		ACC80521	EKQ68385
OG0002712		ACC80527	EKQ70647
OG0002713		ACC80533	EKQ68526
OG0002714		ACC80535	EKQ68066
OG0002715		ACC80539	EKQ70595
OG0002716		ACC80542	EKQ67227
OG0002717		ACC80544	EKQ67552
OG0002718		ACC80561	EKQ69404
OG0002719		ACC80565	EKQ67441
OG0002720		ACC80585	EKQ66578
OG0002721		ACC80586	EKQ66582
OG0002722		ACC80587	EKQ66581
OG0002723		ACC80588	EKQ66580
OG0002724		ACC80599	EKQ70589
OG0002725		ACC80606	EKQ69486
OG0002726		ACC80648	EKQ69026
OG0002727		ACC80649	EKQ70514
OG0002728		ACC80658	EKQ69480
OG0002729		ACC80695	EKQ67922
OG0002730		ACC80751	EKQ67946
OG0002731		ACC80752	EKQ68606
OG0002732		ACC80756	EKQ69476
OG0002733		ACC80757	EKQ67392
OG0002734		ACC80758	EKQ67393
OG0002735		ACC80759	EKQ67394
OG0002736		ACC80760	EKQ69475
OG0002737		ACC80761	EKQ67942
OG0002738		ACC80762	EKQ69880
OG0002739		ACC80763	EKQ67390
OG0002740		ACC80764	EKQ67391
OG0002741		ACC80807	EKQ66794
OG0002742		ACC80808	EKQ66793
OG0002743		ACC80811	EKQ69960
OG0002744		ACC80814	EKQ66931
OG0002745		ACC80864	EKQ66717
OG0002746		ACC80873	EKQ69756
OG0002747		ACC80874	EKQ69102
OG0002748		ACC80890	EKQ68852
OG0002749		ACC80900	EKQ69847
OG0002750		ACC80915	EKQ69002
OG0002751		ACC80916	EKQ67243
OG0002752		ACC80920	EKQ68128
OG0002753		ACC80940	EKQ67542
OG0002754		ACC80946	EKQ68982
OG0002755		ACC80947	EKQ68983
OG0002756		ACC80983	EKQ70200
OG0002757		ACC80987	EKQ67299
OG0002758		ACC80993	EKQ70747
OG0002759		ACC80994	EKQ67820
OG0002760		ACC80995	EKQ67821
OG0002761		ACC81010	EKQ68639
OG0002762		ACC81040	EKQ66654
OG0002763		ACC81046	EKQ69106
OG0002764		ACC81049	EKQ68723
OG0002765		ACC81051	EKQ68724
OG0002766		ACC81065	EKQ68801
OG0002767		ACC81071	EKQ66900
OG0002768		ACC81074	EKQ70115
OG0002769		ACC81078	EKQ69520
OG0002770		ACC81080	EKQ69521
OG0002771		ACC81081	EKQ69522
OG0002772		ACC81097	EKQ69264
OG0002773		ACC81194	EKQ69833
OG0002774		ACC81198	EKQ68958
OG0002775		ACC81199	EKQ67788
OG0002776		ACC81200	EKQ70262
OG0002777		ACC81208	EKQ69859
OG0002778		ACC81209	EKQ69860
OG0002779		ACC81210	EKQ69528
OG0002780		ACC81211	EKQ68343
OG0002781		ACC81214	EKQ70128
OG0002782		ACC81215	EKQ69652
OG0002783		ACC81221	EKQ67293
OG0002784		ACC81233	EKQ70623
OG0002785		ACC81234	EKQ70618
OG0002786		ACC81235	EKQ70619
OG0002787		ACC81246	EKQ70853
OG0002788		ACC81249	EKQ69659
OG0002789		ACC81279	EKQ68067
OG0002790		ACC81283	EKQ68411
OG0002791		ACC81284	EKQ68410
OG0002792		ACC81297	EKQ71129
OG0002793		ACC81310	EKQ66659
OG0002794		ACC81319	EKQ67260
OG0002795		ACC81325	EKQ71221
OG0002796		ACC81326	EKQ71222
OG0002797		ACC81330	EKQ67892
OG0002798		ACC81331	EKQ68438
OG0002799		ACC81367	EKQ71130
OG0002800		ACC81381	EKQ70252
OG0002801		ACC81398	EKQ67940
OG0002802		ACC81400	EKQ68570
OG0002803		ACC81422	EKQ67608
OG0002804		ACC81425	EKQ69691
OG0002805		ACC81426	EKQ67408
OG0002806		ACC81427	EKQ70107
OG0002807		ACC81428	EKQ70106
OG0002808		ACC81442	EKQ71047
OG0002809		ACC81443	EKQ71048
OG0002810		ACC81447	EKQ71050
OG0002811		ACC81467	EKQ68699
OG0002812		ACC81468	EKQ69843
OG0002813		ACC81484	EKQ67120
OG0002814		ACC81485	EKQ67121
OG0002815		ACC81486	EKQ71004
OG0002816		ACC81489	EKQ69608
OG0002817		ACC81495	EKQ67312
OG0002818		ACC81496	EKQ66745
OG0002819		ACC81512	EKQ67305
OG0002820		ACC81530	EKQ70272
OG0002821		ACC81549	EKQ66884
OG0002822		ACC81555	EKQ66885
OG0002823		ACC81606	EKQ68721
OG0002824		ACC81620	EKQ68374
OG0002825		ACC81632	EKQ70636
OG0002826		ACC81642	EKQ68176
OG0002827		ACC81645	EKQ66571
OG0002828		ACC81652	EKQ69526
OG0002829		ACC81691	EKQ68552
OG0002830		ACC81701	EKQ67090
OG0002831		ACC81710	EKQ69518
OG0002832		ACC81721	EKQ68328
OG0002833		ACC81722	EKQ70500
OG0002834		ACC81749	EKQ66775
OG0002835		ACC81800	EKQ71192
OG0002836		ACC81853	EKQ70475
OG0002837		ACC81862	EKQ69538
OG0002838		ACC81866	EKQ68910
OG0002839		ACC81868	EKQ70178
OG0002840		ACC81880	EKQ66882
OG0002841		ACC81882	EKQ70988
OG0002842		ACC81883	EKQ67200
OG0002843		ACC81886	EKQ70690
OG0002844		ACC81898	EKQ70715
OG0002845		ACC81899	EKQ70713
OG0002846		ACC81904	EKQ68472
OG0002847		ACC81907	EKQ70568
OG0002848		ACC81908	EKQ71166
OG0002849		ACC81910	EKQ68729
OG0002850		ACC81911	EKQ69459
OG0002851		ACC81927	EKQ71202
OG0002852		ACC81938	EKQ67986
OG0002853		ACC81953	EKQ68105
OG0002854		ACC81954	EKQ68104
OG0002855		ACC81965	EKQ66639
OG0002856		ACC81974	EKQ68917
OG0002857		ACC81980	EKQ68602
OG0002858		ACC81986	EKQ70026
OG0002859		ACC81988	EKQ68037
OG0002860		ACC81997	EKQ69589
OG0002861		ACC82001	EKQ69515
OG0002862		ACC82002	EKQ69487
OG0002863		ACC82005	EKQ67304
OG0002864		ACC82006	EKQ69228
OG0002865		ACC82035	EKQ68124
OG0002866		ACC82040	EKQ68625
OG0002867		ACC82042	EKQ68627
OG0002868		ACC82050	EKQ70576
OG0002869		ACC82052	EKQ69679
OG0002870		ACC82065	EKQ68367
OG0002871		ACC82069	EKQ68151
OG0002872		ACC82070	EKQ68543
OG0002873		ACC82078	EKQ68214
OG0002874		ACC82089	EKQ68245
OG0002875		ACC82105	EKQ67523
OG0002876		ACC82119	EKQ69671
OG0002877		ACC82129	EKQ67337
OG0002878		ACC82134	EKQ69609
OG0002879		ACC82153	EKQ67262
OG0002880		ACC82157	EKQ70869
OG0002881		ACC82161	EKQ68323
OG0002882		ACC82164	EKQ70871
OG0002883		ACC82167	EKQ68408
OG0002884		ACC82197	EKQ69032
OG0002885		ACC82199	EKQ68154
OG0002886		ACC82211	EKQ67046
OG0002887		ACC82224	EKQ67093
OG0002888		ACC82225	EKQ67094
OG0002889		ACC82226	EKQ70198
OG0002890		ACC82229	EKQ69702
OG0002891		ACC82231	EKQ68636
OG0002892		ACC82243	EKQ68668
OG0002893		ACC82256	EKQ69615
OG0002894		ACC82264	EKQ67273
OG0002895		ACC82277	EKQ67826
OG0002896		ACC82297	EKQ68248
OG0002897		ACC82325	EKQ67625
OG0002898		ACC82334	EKQ71325
OG0002899		ACC82337	EKQ69854
OG0002900		ACC82339	EKQ67458
OG0002901		ACC82340	EKQ67457
OG0002902		ACC82345	EKQ68966
OG0002903		ACC82346	EKQ68967
OG0002904		ACC82355	EKQ68190
OG0002905		ACC82357	EKQ66726
OG0002906		ACC82364	EKQ70799
OG0002907		ACC82365	EKQ70798
OG0002908		ACC82369	EKQ70696
OG0002909		ACC82400	EKQ70117
OG0002910		ACC82403	EKQ68314
OG0002911		ACC82410	EKQ69078
OG0002912		ACC82412	EKQ67064
OG0002913		ACC82424	EKQ67740
OG0002914		ACC82428	EKQ67405
OG0002915		ACC82438	EKQ68269
OG0002916		ACC82451	EKQ68744
OG0002917		ACC82456	EKQ66762
OG0002918		ACC82466	EKQ69169
OG0002919		ACC82468	EKQ69179
OG0002920		ACC82475	EKQ66634
OG0002921		ACC82482	EKQ71207
OG0002922		ACC82484	EKQ66672
OG0002923		ACC82491	EKQ68125
OG0002924		ACC82492	EKQ68126
OG0002925		ACC82493	EKQ68127
OG0002926		ACC82497	EKQ67644
OG0002927		ACC82498	EKQ67043
OG0002928		ACC82512	EKQ66584
OG0002929		ACC82515	EKQ70802
OG0002930		ACC82518	EKQ67989
OG0002931		ACC82527	EKQ69951
OG0002932		ACC82538	EKQ69217
OG0002933		ACC82551	EKQ67225
OG0002934		ACC82554	EKQ70583
OG0002935		ACC82564	EKQ68049
OG0002936		ACC82569	EKQ71027
OG0002937		ACC82576	EKQ68229
OG0002938		ACC82592	EKQ69741
OG0002939		ACC82597	EKQ68304
OG0002940		ACC82598	EKQ68978
OG0002941		ACC82605	EKQ69294
OG0002942		ACC82606	EKQ69478
OG0002943		ACC82611	EKQ70695
OG0002944		ACC82614	EKQ70778
OG0002945		ACC82617	EKQ69382
OG0002946		ACC82622	EKQ70526
OG0002947		ACC82684	EKQ71224
OG0002948		ACC82694	EKQ68980
OG0002949		ACC82695	EKQ69887
OG0002950		ACC82701	EKQ69236
OG0002951		ACC82702	EKQ69237
OG0002952		ACC82710	EKQ68993
OG0002953		ACC82725	EKQ69010
OG0002954		ACC82728	EKQ69268
OG0002955		ACC82768	EKQ71024
OG0002956		ACC82796	EKQ68546
OG0002957		ACC82803	EKQ70919
OG0002958		ACC82813	EKQ68193
OG0002959		ACC82816	EKQ68161
OG0002960		ACC82829	EKQ70244
OG0002961		ACC82831	EKQ68362
OG0002962		ACC82832	EKQ69838
OG0002963		ACC82862	EKQ66768
OG0002964		ACC82865	EKQ66766
OG0002965		ACC82877	EKQ68076
OG0002966		ACC82890	EKQ69415
OG0002967		ACC82896	EKQ68991
OG0002968		ACC82952	EKQ71344
OG0002969		ACC82958	EKQ67350
OG0002970		ACC82967	EKQ66827
OG0002971		ACC82968	EKQ66826
OG0002972		ACC82971	EKQ70836
OG0002973		ACC82985	EKQ69047
OG0002974		ACC82993	EKQ68223
OG0002975		ACC82996	EKQ70493
OG0002976		ACC83000	EKQ70044
OG0002977		ACC83004	EKQ70913
OG0002978		ACC83009	EKQ67477
OG0002979		ACC83016	EKQ67233
OG0002980		ACC83019	EKQ68189
OG0002981		ACC83024	EKQ68926
OG0002982		ACC83027	EKQ70105
OG0002983		ACC83029	EKQ69160
OG0002984		ACC83058	EKQ66688
OG0002985		ACC83059	EKQ68945
OG0002986		ACC83060	EKQ68946
OG0002987		ACC83073	EKQ69761
OG0002988		ACC83074	EKQ69759
OG0002989		ACC83077	EKQ69596
OG0002990		ACC83078	EKQ69597
OG0002991		ACC83085	EKQ67929
OG0002992		ACC83088	EKQ67507
OG0002993		ACC83091	EKQ70148
OG0002994		ACC83102	EKQ68063
OG0002995		ACC83103	EKQ68062
OG0002996		ACC83109	EKQ67847
OG0002997		ACC83110	EKQ67848
OG0002998		ACC83120	EKQ66806
OG0002999		ACC83128	EKQ66891
OG0003000		ACC83134	EKQ70813
OG0003001		ACC83136	EKQ69460
OG0003002		ACC83144	EKQ68849
OG0003003		ACC83183	EKQ67573
OG0003004		ACC83184	EKQ67575
OG0003005		ACC83185	EKQ67576
OG0003006		ACC83186	EKQ67577
OG0003007		ACC83201	EKQ70689
OG0003008		ACC83228	EKQ70233
OG0003009		ACC83240	EKQ69272
OG0003010		ACC83241	EKQ67369
OG0003011		ACC83268	EKQ67476
OG0003012		ACC83278	EKQ70129
OG0003013		ACC83292	EKQ69746
OG0003014		ACC83297	EKQ69440
OG0003015		ACC83302	EKQ69435
OG0003016		ACC83339	EKQ70091
OG0003017		ACC83341	EKQ68287
OG0003018		ACC83356	EKQ67240
OG0003019		ACC83367	EKQ70101
OG0003020		ACC83368	EKQ67127
OG0003021		ACC83376	EKQ67709
OG0003022		ACC83399	EKQ68498
OG0003023		ACC83401	EKQ70817
OG0003024		ACC83409	EKQ69584
OG0003025		ACC83413	EKQ67970
OG0003026		ACC83415	EKQ67972
OG0003027		ACC83417	EKQ68832
OG0003028		ACC83419	EKQ69117
OG0003029		ACC83420	EKQ67890
OG0003030		ACC83421	EKQ70653
OG0003031		ACC83424	EKQ68519
OG0003032		ACC83434	EKQ66854
OG0003033		ACC83440	EKQ69045
OG0003034		ACC83441	EKQ69044
OG0003035		ACC83456	EKQ70588
OG0003036		ACC83458	EKQ70228
OG0003037		ACC83460	EKQ69503
OG0003038		ACC83465	EKQ70985
OG0003039		ACC83466	EKQ68425
OG0003040		ACC83467	EKQ68426
OG0003041		ACC83470	EKQ67236
OG0003042		ACC83473	EKQ71132
OG0003043		ACC83478	EKQ66948
OG0003044		ACC83483	EKQ70554
OG0003045		ACC83485	EKQ68288
OG0003046		ACC83486	EKQ69828
OG0003047		ACC83487	EKQ69656
OG0003048		ACC83501	EKQ67450
OG0003049		ACC83502	EKQ70159
OG0003050		ACC83508	EKQ69981
OG0003051		ACC83509	EKQ69896
OG0003052		ACC83518	EKQ69897
OG0003053		ACC83527	EKQ69658
OG0003054		ACC83534	EKQ68486
OG0003055		ACC83536	EKQ71320
OG0003056		ACC83542	EKQ68919
OG0003057		ACC83554	EKQ67277
OG0003058		ACC83573	EKQ71089
OG0003059		ACC83605	EKQ69089
OG0003060		ACC83633	EKQ70248
OG0003061		ACC83634	EKQ68086
OG0003062		ACC83687	EKQ71178
OG0003063		ACC83695	EKQ71177
OG0003064		ACC83697	EKQ66753
OG0003065		ACC83706	EKQ70528
OG0003066		ACC83707	EKQ70529
OG0003067		ACC83708	EKQ70530
OG0003068		ACC83729	EKQ67872
OG0003069		ACC83746	EKQ70533
OG0003070		ACC83748	EKQ68693
OG0003071		ACC83760	EKQ69869
OG0003072		ACC83763	EKQ71327
OG0003073		ACC83764	EKQ68673
OG0003074		ACC83768	EKQ70808
OG0003075		ACC83777	EKQ69443
OG0003076		ACC83801	EKQ69434
OG0003077		ACC83860	EKQ68455
OG0003078		ACC83865	EKQ68586
OG0003079		ACC83866	EKQ68588
OG0003080		ACC83878	EKQ66713
OG0003081		ACC83891	EKQ71172
OG0003082		ACC83894	EKQ70774
OG0003083		ACC83907	EKQ68476
OG0003084		ACC83908	EKQ68417
OG0003085		ACC83915	EKQ69581
OG0003086		ACC83920	EKQ69647
OG0003087		ACC83934	EKQ67494
OG0003088		ACC83938	EKQ69191
OG0003089		ACC83942	EKQ71243
OG0003090		ACC83946	EKQ67646
OG0003091		ACC83952	EKQ67612
OG0003092		ACC83977	EKQ69923
OG0003093		ACC83982	EKQ67900
OG0003094		ACC83989	EKQ66803
OG0003095		ACC83990	EKQ66805
OG0003096		ACC83996	EKQ68977
OG0003097		ACC84010	EKQ68180
OG0003098		ACC84014	EKQ68644
OG0003099		ACC84015	EKQ68383
OG0003100		ACC84021	EKQ70580
OG0003101		ACC84031	EKQ69612
OG0003102		ACC84038	EKQ66575
OG0003103		ACC84039	EKQ66574
OG0003104		ACC84051	EKQ70642
OG0003105		ACC84070	EKQ67396
OG0003106		ACC84076	EKQ69034
OG0003107		ACC84077	EKQ70539
OG0003108		ACC84089	EKQ70188
OG0003109		ACC84097	EKQ68824
OG0003110		ACC84118	EKQ67562
OG0003111		ACC84133	EKQ67126
OG0003112		ACC84139	EKQ69852
OG0003113		ACC84184	EKQ69497
OG0003114		ACC84195	EKQ69546
OG0003115		ACC84218	EKQ68361
OG0003116		ACC84220	EKQ68359
OG0003117		ACC84221	EKQ70597
OG0003118		ACC84225	EKQ69613
OG0003119		ACC84226	EKQ70467
OG0003120		ACC84227	EKQ70466
OG0003121		ACC84250	EKQ68795
OG0003122		ACC84251	EKQ68793
OG0003123		ACC84259	EKQ70656
OG0003124		ACC84290	EKQ66674
OG0003125		ACC84297	EKQ69831
OG0003126		ACC84298	EKQ69832
OG0003127		ACC84318	EKQ69510
OG0003128		ACC84324	EKQ70961
OG0003129		ACC84327	EKQ68006
OG0003130		ACC84349	EKQ71210
OG0003131		ACC84372	EKQ67630
OG0003132		ACC84386	EKQ67650
OG0003133		ACC84392	EKQ70240
OG0003134		ACC84397	EKQ68918
OG0003135		ACC84413	EKQ68622
OG0003136		ACC84417	EKQ70889
OG0003137		ACC84418	EKQ70892
OG0003138		ACC84432	EKQ71159
OG0003139		ACC84434	EKQ67176
OG0003140		ACC84435	EKQ71087
OG0003141		ACC84436	EKQ71225
OG0003142		ACC84442	EKQ70699
OG0003143		ACC84449	EKQ67941
OG0003144		ACC84450	EKQ66916
OG0003145		ACC84452	EKQ70933
OG0003146		ACC84475	EKQ70033
OG0003147		ACC84477	EKQ68452
OG0003148		ACC84479	EKQ69703
OG0003149		ACC84507	EKQ68593
OG0003150		ACC84509	EKQ67471
OG0003151		ACC84515	EKQ68628
OG0003152		ACC84547	EKQ69258
OG0003153		ACC84561	EKQ66974
OG0003154		ACC84579	EKQ70541
OG0003155		ACC84587	EKQ68172
OG0003156		ACC84602	EKQ67565
OG0003157		ACC84603	EKQ68572
OG0003158		ACC84609	EKQ68680
OG0003159		ACC84610	EKQ67035
OG0003160		ACC84626	EKQ71078
OG0003161		ACC84628	EKQ69436
OG0003162		ACC84629	EKQ68150
OG0003163		ACC84654	EKQ70991
OG0003164		ACC84655	EKQ70990
OG0003165		ACC84656	EKQ67041
OG0003166		ACC84663	EKQ67979
